State,Level,Name,TRU,TOT_P,TOT_M,TOT_F
18,DISTRICT,Goalpara,Rural,870121,443244,426877
18,DISTRICT,Goalpara,Urban,138062,70048,68014
18,DISTRICT,Barpeta,Total,1693622,867004,826618
18,DISTRICT,Barpeta,Rural,1546269,791789,754480
18,DISTRICT,Barpeta,Urban,147353,75215,72138
18,DISTRICT,Morigaon,Total,957423,486651,470772
18,DISTRICT,Morigaon,Rural,884125,449123,435002
18,DISTRICT,Morigaon,Urban,73298,37528,35770
18,DISTRICT,Nagaon,Total,2823768,1439112,1384656
18,DISTRICT,Nagaon,Rural,2454234,1250985,1203249
18,DISTRICT,Nagaon,Urban,369534,188127,181407
18,DISTRICT,Sonitpur,Total,1924110,983904,940206
18,DISTRICT,Sonitpur,Rural,1750265,894985,855280
18,DISTRICT,Sonitpur,Urban,173845,88919,84926
18,DISTRICT,Lakhimpur,Total,1042137,529674,512463
18,DISTRICT,Lakhimpur,Rural,950804,482582,468222
18,DISTRICT,Lakhimpur,Urban,91333,47092,44241
18,DISTRICT,Dhemaji,Total,686133,351249,334884
18,DISTRICT,Dhemaji,Rural,637848,326278,311570
18,DISTRICT,Dhemaji,Urban,48285,24971,23314
18,DISTRICT,Tinsukia,Total,1327929,680231,647698
18,DISTRICT,Tinsukia,Rural,1063186,541395,521791
18,DISTRICT,Tinsukia,Urban,264743,138836,125907
18,DISTRICT,Dibrugarh,Total,1326335,676434,649901
18,DISTRICT,Dibrugarh,Rural,1082605,550299,532306
18,DISTRICT,Dibrugarh,Urban,243730,126135,117595
18,DISTRICT,Sivasagar,Total,1151050,589216,561834
18,DISTRICT,Sivasagar,Rural,1040954,531286,509668
18,DISTRICT,Sivasagar,Urban,110096,57930,52166
18,DISTRICT,Jorhat,Total,1092256,556805,535451
18,DISTRICT,Jorhat,Rural,871722,442968,428754
18,DISTRICT,Jorhat,Urban,220534,113837,106697
18,DISTRICT,Golaghat,Total,1066888,543161,523727
18,DISTRICT,Golaghat,Rural,969152,493125,476027
18,DISTRICT,Golaghat,Urban,97736,50036,47700
18,DISTRICT,Karbi Anglong,Total,956313,490167,466146
18,DISTRICT,Karbi Anglong,Rural,843347,431924,411423
18,DISTRICT,Karbi Anglong,Urban,112966,58243,54723
18,DISTRICT,Dima Hasao,Total,214102,110802,103300
18,DISTRICT,Dima Hasao,Rural,151613,77817,73796
18,DISTRICT,Dima Hasao,Urban,62489,32985,29504
18,DISTRICT,Cachar,Total,1736617,886284,850333
18,DISTRICT,Cachar,Rural,1421153,727083,694070
18,DISTRICT,Cachar,Urban,315464,159201,156263
18,DISTRICT,Karimganj,Total,1228686,625864,602822
18,DISTRICT,Karimganj,Rural,1118986,570510,548476
18,DISTRICT,Karimganj,Urban,109700,55354,54346
18,DISTRICT,Hailakandi,Total,659296,337890,321406
18,DISTRICT,Hailakandi,Rural,611156,313747,297409
18,DISTRICT,Hailakandi,Urban,48140,24143,23997
18,DISTRICT,Bongaigaon,Total,738804,375818,362986
18,DISTRICT,Bongaigaon,Rural,628994,319786,309208
18,DISTRICT,Bongaigaon,Urban,109810,56032,53778
18,DISTRICT,Chirang,Total,482162,244860,237302
18,DISTRICT,Chirang,Rural,446825,226895,219930
18,DISTRICT,Chirang,Urban,35337,17965,17372
18,DISTRICT,Kamrup,Total,1517542,778461,739081
18,DISTRICT,Kamrup,Rural,1375148,706140,669008
18,DISTRICT,Kamrup,Urban,142394,72321,70073
18,DISTRICT,Kamrup Metropolitan,Total,1253938,647585,606353
18,DISTRICT,Kamrup Metropolitan,Rural,216927,111062,105865
18,DISTRICT,Kamrup Metropolitan,Urban,1037011,536523,500488
18,DISTRICT,Nalbari,Total,771639,396006,375633
18,DISTRICT,Nalbari,Rural,688909,353677,335232
18,DISTRICT,Nalbari,Urban,82730,42329,40401
18,DISTRICT,Baksa,Total,950075,481330,468745
18,DISTRICT,Baksa,Rural,937833,475027,462806
18,DISTRICT,Baksa,Urban,12242,6303,5939
18,DISTRICT,Darrang,Total,928500,475273,453227
18,DISTRICT,Darrang,Rural,873006,446460,426546
18,DISTRICT,Darrang,Urban,55494,28813,26681
18,DISTRICT,Udalguri,Total,831668,421617,410051
18,DISTRICT,Udalguri,Rural,794094,402442,391652
18,DISTRICT,Udalguri,Urban,37574,19175,18399
19,STATE,WEST BENGAL,Total,91276115,46809027,44467088
19,STATE,WEST BENGAL,Rural,62183113,31844945,30338168
19,STATE,WEST BENGAL,Urban,29093002,14964082,14128920
19,DISTRICT,Darjiling ,Total,1846823,937259,909564
19,DISTRICT,Darjiling ,Rural,1118860,566965,551895
19,DISTRICT,Darjiling ,Urban,727963,370294,357669
19,DISTRICT,Jalpaiguri ,Total,3872846,1983064,1889782
19,DISTRICT,Jalpaiguri ,Rural,2812495,1437286,1375209
19,DISTRICT,Jalpaiguri ,Urban,1060351,545778,514573
19,DISTRICT,Koch Bihar ,Total,2819086,1451542,1367544
19,DISTRICT,Koch Bihar ,Rural,2529652,1304916,1224736
19,DISTRICT,Koch Bihar ,Urban,289434,146626,142808
19,DISTRICT,Uttar Dinajpur,Total,3007134,1551066,1456068
19,DISTRICT,Uttar Dinajpur,Rural,2644906,1362469,1282437
19,DISTRICT,Uttar Dinajpur,Urban,362228,188597,173631
19,DISTRICT,Dakshin Dinajpur,Total,1676276,857199,819077
19,DISTRICT,Dakshin Dinajpur,Rural,1439981,737771,702210
19,DISTRICT,Dakshin Dinajpur,Urban,236295,119428,116867
19,DISTRICT,Maldah ,Total,3988845,2051541,1937304
19,DISTRICT,Maldah ,Rural,3447185,1768336,1678849
19,DISTRICT,Maldah ,Urban,541660,283205,258455
19,DISTRICT,Murshidabad ,Total,7103807,3627564,3476243
19,DISTRICT,Murshidabad ,Rural,5703115,2917822,2785293
19,DISTRICT,Murshidabad ,Urban,1400692,709742,690950
19,DISTRICT,Birbhum,Total,3502404,1790920,1711484
19,DISTRICT,Birbhum,Rural,3052956,1561976,1490980
19,DISTRICT,Birbhum,Urban,449448,228944,220504
19,DISTRICT,Barddhaman ,Total,7717563,3966889,3750674
19,DISTRICT,Barddhaman ,Rural,4639264,2373787,2265477
19,DISTRICT,Barddhaman ,Urban,3078299,1593102,1485197
19,DISTRICT,Nadia ,Total,5167600,2653768,2513832
19,DISTRICT,Nadia ,Rural,3728727,1921112,1807615
19,DISTRICT,Nadia ,Urban,1438873,732656,706217
19,DISTRICT,North Twenty Four Parganas,Total,10009781,5119389,4890392
19,DISTRICT,North Twenty Four Parganas,Rural,4277619,2196554,2081065
19,DISTRICT,North Twenty Four Parganas,Urban,5732162,2922835,2809327
19,DISTRICT,Hugli ,Total,5519145,2814653,2704492
19,DISTRICT,Hugli ,Rural,3390646,1722945,1667701
19,DISTRICT,Hugli ,Urban,2128499,1091708,1036791
19,DISTRICT,Bankura ,Total,3596674,1838095,1758579
19,DISTRICT,Bankura ,Rural,3296901,1685777,1611124
19,DISTRICT,Bankura ,Urban,299773,152318,147455
19,DISTRICT,Puruliya,Total,2930115,1496996,1433119
19,DISTRICT,Puruliya,Rural,2556801,1304208,1252593
19,DISTRICT,Puruliya,Urban,373314,192788,180526
19,DISTRICT,Haora ,Total,4850029,2500819,2349210
19,DISTRICT,Haora ,Rural,1775885,909519,866366
19,DISTRICT,Haora ,Urban,3074144,1591300,1482844
19,DISTRICT,Kolkata,Total,4496694,2356766,2139928
19,DISTRICT,Kolkata,Rural,0,0,0
19,DISTRICT,Kolkata,Urban,4496694,2356766,2139928
19,DISTRICT,South Twenty Four Parganas,Total,8161961,4173778,3988183
19,DISTRICT,South Twenty Four Parganas,Rural,6074188,3109219,2964969
19,DISTRICT,South Twenty Four Parganas,Urban,2087773,1064559,1023214
19,DISTRICT,Paschim Medinipur,Total,5913457,3007885,2905572
19,DISTRICT,Paschim Medinipur,Rural,5190771,2641721,2549050
19,DISTRICT,Paschim Medinipur,Urban,722686,366164,356522
19,DISTRICT,Purba Medinipur,Total,5095875,2629834,2466041
19,DISTRICT,Purba Medinipur,Rural,4503161,2322562,2180599
19,DISTRICT,Purba Medinipur,Urban,592714,307272,285442
20,STATE,JHARKHAND,Total,32988134,16930315,16057819
20,STATE,JHARKHAND,Rural,25055073,12776486,12278587
20,STATE,JHARKHAND,Urban,7933061,4153829,3779232
20,DISTRICT,Garhwa ,Total,1322784,683575,639209
20,DISTRICT,Garhwa ,Rural,1253114,646947,606167
20,DISTRICT,Garhwa ,Urban,69670,36628,33042
20,DISTRICT,Chatra,Total,1042886,533935,508951
20,DISTRICT,Chatra,Rural,979932,500211,479721
20,DISTRICT,Chatra,Urban,62954,33724,29230
20,DISTRICT,Kodarma,Total,716259,367222,349037
20,DISTRICT,Kodarma,Rural,575013,293595,281418
20,DISTRICT,Kodarma,Urban,141246,73627,67619
20,DISTRICT,Giridih,Total,2445474,1258098,1187376
20,DISTRICT,Giridih,Rural,2237450,1149608,1087842
20,DISTRICT,Giridih,Urban,208024,108490,99534
20,DISTRICT,Deoghar,Total,1492073,775022,717051
20,DISTRICT,Deoghar,Rural,1233712,638136,595576
20,DISTRICT,Deoghar,Urban,258361,136886,121475
20,DISTRICT,Godda,Total,1313551,677927,635624
20,DISTRICT,Godda,Rural,1249132,643907,605225
20,DISTRICT,Godda,Urban,64419,34020,30399
20,DISTRICT,Sahibganj,Total,1150567,589391,561176
20,DISTRICT,Sahibganj,Rural,990901,505892,485009
20,DISTRICT,Sahibganj,Urban,159666,83499,76167
20,DISTRICT,Pakur,Total,900422,452661,447761
20,DISTRICT,Pakur,Rural,832910,418251,414659
20,DISTRICT,Pakur,Urban,67512,34410,33102
20,DISTRICT,Dhanbad,Total,2684487,1405956,1278531
20,DISTRICT,Dhanbad,Rural,1124093,581956,542137
20,DISTRICT,Dhanbad,Urban,1560394,824000,736394
20,DISTRICT,Bokaro,Total,2062330,1072807,989523
20,DISTRICT,Bokaro,Rural,1078686,554954,523732
20,DISTRICT,Bokaro,Urban,983644,517853,465791
20,DISTRICT,Lohardaga,Total,461790,232629,229161
20,DISTRICT,Lohardaga,Rural,404379,203255,201124
20,DISTRICT,Lohardaga,Urban,57411,29374,28037
20,DISTRICT,Purbi Singhbhum,Total,2293919,1176902,1117017
20,DISTRICT,Purbi Singhbhum,Rural,1019328,514498,504830
20,DISTRICT,Purbi Singhbhum,Urban,1274591,662404,612187
20,DISTRICT,Palamu,Total,1939869,1006302,933567
20,DISTRICT,Palamu,Rural,1713866,887551,826315
20,DISTRICT,Palamu,Urban,226003,118751,107252
20,DISTRICT,Latehar,Total,726978,369666,357312
20,DISTRICT,Latehar,Rural,675120,342566,332554
20,DISTRICT,Latehar,Urban,51858,27100,24758
20,DISTRICT,Hazaribagh,Total,1734495,890881,843614
20,DISTRICT,Hazaribagh,Rural,1459188,746934,712254
20,DISTRICT,Hazaribagh,Urban,275307,143947,131360
20,DISTRICT,Ramgarh,Total,949443,494230,455213
20,DISTRICT,Ramgarh,Rural,530488,272167,258321
20,DISTRICT,Ramgarh,Urban,418955,222063,196892
20,DISTRICT,Dumka,Total,1321442,668514,652928
20,DISTRICT,Dumka,Rural,1231264,620928,610336
20,DISTRICT,Dumka,Urban,90178,47586,42592
20,DISTRICT,Jamtara,Total,791042,404830,386212
20,DISTRICT,Jamtara,Rural,715296,365043,350253
20,DISTRICT,Jamtara,Urban,75746,39787,35959
20,DISTRICT,Ranchi,Total,2914253,1494937,1419316
20,DISTRICT,Ranchi,Rural,1656918,840528,816390
20,DISTRICT,Ranchi,Urban,1257335,654409,602926
20,DISTRICT,Khunti,Total,531885,266335,265550
20,DISTRICT,Khunti,Rural,486903,243494,243409
20,DISTRICT,Khunti,Urban,44982,22841,22141
20,DISTRICT,Gumla,Total,1025213,514390,510823
20,DISTRICT,Gumla,Rural,960132,481135,478997
20,DISTRICT,Gumla,Urban,65081,33255,31826
20,DISTRICT,Simdega,Total,599578,300309,299269
20,DISTRICT,Simdega,Rural,556634,278425,278209
20,DISTRICT,Simdega,Urban,42944,21884,21060
20,DISTRICT,Pashchimi Singhbhum,Total,1502338,749385,752953
20,DISTRICT,Pashchimi Singhbhum,Rural,1284304,637657,646647
20,DISTRICT,Pashchimi Singhbhum,Urban,218034,111728,106306
20,DISTRICT,Saraikela-Kharsawan,Total,1065056,544411,520645
20,DISTRICT,Saraikela-Kharsawan,Rural,806310,408848,397462
20,DISTRICT,Saraikela-Kharsawan,Urban,258746,135563,123183
21,STATE,ODISHA,Total,41974218,21212136,20762082
21,STATE,ODISHA,Rural,34970562,17586203,17384359
21,STATE,ODISHA,Urban,7003656,3625933,3377723
21,DISTRICT,Bargarh,Total,1481255,749161,732094
21,DISTRICT,Bargarh,Rural,1331145,672603,658542
21,DISTRICT,Bargarh,Urban,150110,76558,73552
21,DISTRICT,Jharsuguda,Total,579505,296690,282815
21,DISTRICT,Jharsuguda,Rural,348340,176162,172178
21,DISTRICT,Jharsuguda,Urban,231165,120528,110637
21,DISTRICT,Sambalpur,Total,1041099,526877,514222
21,DISTRICT,Sambalpur,Rural,733006,368692,364314
21,DISTRICT,Sambalpur,Urban,308093,158185,149908
21,DISTRICT,Debagarh,Total,312520,158230,154290
21,DISTRICT,Debagarh,Rural,290130,146666,143464
21,DISTRICT,Debagarh,Urban,22390,11564,10826
21,DISTRICT,Sundargarh,Total,2093437,1061147,1032290
21,DISTRICT,Sundargarh,Rural,1355340,676068,679272
21,DISTRICT,Sundargarh,Urban,738097,385079,353018
21,DISTRICT,Kendujhar,Total,1801733,906487,895246
21,DISTRICT,Kendujhar,Rural,1548674,774667,774007
21,DISTRICT,Kendujhar,Urban,253059,131820,121239
21,DISTRICT,Mayurbhanj,Total,2519738,1256213,1263525
21,DISTRICT,Mayurbhanj,Rural,2326842,1157576,1169266
21,DISTRICT,Mayurbhanj,Urban,192896,98637,94259
21,DISTRICT,Baleshwar,Total,2320529,1185787,1134742
21,DISTRICT,Baleshwar,Rural,2067236,1056466,1010770
21,DISTRICT,Baleshwar,Urban,253293,129321,123972
21,DISTRICT,Bhadrak,Total,1506337,760260,746077
21,DISTRICT,Bhadrak,Rural,1320499,665255,655244
21,DISTRICT,Bhadrak,Urban,185838,95005,90833
21,DISTRICT,Kendrapara ,Total,1440361,717814,722547
21,DISTRICT,Kendrapara ,Rural,1356827,675053,681774
21,DISTRICT,Kendrapara ,Urban,83534,42761,40773
21,DISTRICT,Jagatsinghapur ,Total,1136971,577865,559106
21,DISTRICT,Jagatsinghapur ,Rural,1020991,516813,504178
21,DISTRICT,Jagatsinghapur ,Urban,115980,61052,54928
21,DISTRICT,Cuttack,Total,2624470,1352760,1271710
21,DISTRICT,Cuttack,Rural,1888423,970885,917538
21,DISTRICT,Cuttack,Urban,736047,381875,354172
21,DISTRICT,Jajapur  ,Total,1827192,926034,901158
21,DISTRICT,Jajapur  ,Rural,1692095,856539,835556
21,DISTRICT,Jajapur  ,Urban,135097,69495,65602
21,DISTRICT,Dhenkanal,Total,1192811,612593,580218
21,DISTRICT,Dhenkanal,Rural,1075305,551326,523979
21,DISTRICT,Dhenkanal,Urban,117506,61267,56239
21,DISTRICT,Anugul  ,Total,1273821,655718,618103
21,DISTRICT,Anugul  ,Rural,1067275,546385,520890
21,DISTRICT,Anugul  ,Urban,206546,109333,97213
21,DISTRICT,Nayagarh  ,Total,962789,502636,460153
21,DISTRICT,Nayagarh  ,Rural,883051,461019,422032
21,DISTRICT,Nayagarh  ,Urban,79738,41617,38121
21,DISTRICT,Khordha ,Total,2251673,1167137,1084536
21,DISTRICT,Khordha ,Rural,1167357,595809,571548
21,DISTRICT,Khordha ,Urban,1084316,571328,512988
21,DISTRICT,Puri,Total,1698730,865380,833350
21,DISTRICT,Puri,Rural,1433800,728213,705587
21,DISTRICT,Puri,Urban,264930,137167,127763
21,DISTRICT,Ganjam,Total,3529031,1779218,1749813
21,DISTRICT,Ganjam,Rural,2761030,1383636,1377394
21,DISTRICT,Ganjam,Urban,768001,395582,372419
21,DISTRICT,Gajapati,Total,577817,282882,294935
21,DISTRICT,Gajapati,Rural,507151,247655,259496
21,DISTRICT,Gajapati,Urban,70666,35227,35439
21,DISTRICT,Kandhamal,Total,733110,359945,373165
21,DISTRICT,Kandhamal,Rural,660831,323523,337308
21,DISTRICT,Kandhamal,Urban,72279,36422,35857
21,DISTRICT,Baudh,Total,441162,221625,219537
21,DISTRICT,Baudh,Rural,420738,211133,209605
21,DISTRICT,Baudh,Urban,20424,10492,9932
21,DISTRICT,Subarnapur,Total,610183,311312,298871
21,DISTRICT,Subarnapur,Rural,560242,285634,274608
21,DISTRICT,Subarnapur,Urban,49941,25678,24263
21,DISTRICT,Balangir,Total,1648997,830097,818900
21,DISTRICT,Balangir,Rural,1451616,728770,722846
21,DISTRICT,Balangir,Urban,197381,101327,96054
21,DISTRICT,Nuapada,Total,610382,301962,308420
21,DISTRICT,Nuapada,Rural,576328,284792,291536
21,DISTRICT,Nuapada,Urban,34054,17170,16884
21,DISTRICT,Kalahandi,Total,1576869,787101,789768
21,DISTRICT,Kalahandi,Rural,1454882,724646,730236
21,DISTRICT,Kalahandi,Urban,121987,62455,59532
21,DISTRICT,Rayagada  ,Total,967911,471960,495951
21,DISTRICT,Rayagada  ,Rural,820945,397774,423171
21,DISTRICT,Rayagada  ,Urban,146966,74186,72780
21,DISTRICT,Nabarangapur ,Total,1220946,604812,616134
21,DISTRICT,Nabarangapur ,Rural,1133321,560771,572550
21,DISTRICT,Nabarangapur ,Urban,87625,44041,43584
21,DISTRICT,Koraput,Total,1379647,678809,700838
21,DISTRICT,Koraput,Rural,1153478,563771,589707
21,DISTRICT,Koraput,Urban,226169,115038,111131
21,DISTRICT,Malkangiri  ,Total,613192,303624,309568
21,DISTRICT,Malkangiri  ,Rural,563664,277901,285763
21,DISTRICT,Malkangiri  ,Urban,49528,25723,23805
22,STATE,CHHATTISGARH,Total,25545198,12832895,12712303
22,STATE,CHHATTISGARH,Rural,19607961,9797426,9810535
22,STATE,CHHATTISGARH,Urban,5937237,3035469,2901768
22,DISTRICT,Koriya,Total,658917,334737,324180
22,DISTRICT,Koriya,Rural,453618,228338,225280
22,DISTRICT,Koriya,Urban,205299,106399,98900
22,DISTRICT,Surguja,Total,2359886,1193129,1166757
22,DISTRICT,Surguja,Rural,2116965,1067908,1049057
22,DISTRICT,Surguja,Urban,242921,125221,117700
22,DISTRICT,Jashpur ,Total,851669,424747,426922
22,DISTRICT,Jashpur ,Rural,775677,386307,389370
22,DISTRICT,Jashpur ,Urban,75992,38440,37552
22,DISTRICT,Raigarh,Total,1493984,750278,743706
22,DISTRICT,Raigarh,Rural,1247682,623817,623865
22,DISTRICT,Raigarh,Urban,246302,126461,119841
22,DISTRICT,Korba ,Total,1206640,612915,593725
22,DISTRICT,Korba ,Rural,760350,381424,378926
22,DISTRICT,Korba ,Urban,446290,231491,214799
22,DISTRICT,Janjgir - Champa,Total,1619707,815717,803990
22,DISTRICT,Janjgir - Champa,Rural,1394646,701401,693245
22,DISTRICT,Janjgir - Champa,Urban,225061,114316,110745
22,DISTRICT,Bilaspur,Total,2663629,1351574,1312055
22,DISTRICT,Bilaspur,Rural,1983759,1002520,981239
22,DISTRICT,Bilaspur,Urban,679870,349054,330816
22,DISTRICT,Kabeerdham,Total,822526,412058,410468
22,DISTRICT,Kabeerdham,Rural,735131,367941,367190
22,DISTRICT,Kabeerdham,Urban,87395,44117,43278
22,DISTRICT,Rajnandgaon,Total,1537133,762855,774278
22,DISTRICT,Rajnandgaon,Rural,1264621,626212,638409
22,DISTRICT,Rajnandgaon,Urban,272512,136643,135869
22,DISTRICT,Durg,Total,3343872,1682101,1661771
22,DISTRICT,Durg,Rural,2059107,1026152,1032955
22,DISTRICT,Durg,Urban,1284765,655949,628816
22,DISTRICT,Raipur,Total,4063872,2048186,2015686
22,DISTRICT,Raipur,Rural,2580583,1288567,1292016
22,DISTRICT,Raipur,Urban,1483289,759619,723670
22,DISTRICT,Mahasamund,Total,1032754,511967,520787
22,DISTRICT,Mahasamund,Rural,912602,451691,460911
22,DISTRICT,Mahasamund,Urban,120152,60276,59876
22,DISTRICT,Dhamtari ,Total,799781,397897,401884
22,DISTRICT,Dhamtari ,Rural,650586,323420,327166
22,DISTRICT,Dhamtari ,Urban,149195,74477,74718
22,DISTRICT,Uttar Bastar Kanker,Total,748941,373338,375603
22,DISTRICT,Uttar Bastar Kanker,Rural,672180,335149,337031
22,DISTRICT,Uttar Bastar Kanker,Urban,76761,38189,38572
22,DISTRICT,Bastar,Total,1413199,698487,714712
22,DISTRICT,Bastar,Rural,1219705,600652,619053
22,DISTRICT,Bastar,Urban,193494,97835,95659
22,DISTRICT,Narayanpur,Total,139820,70104,69716
22,DISTRICT,Narayanpur,Rural,117714,58653,59061
22,DISTRICT,Narayanpur,Urban,22106,11451,10655
22,DISTRICT,Dakshin Bastar Dantewada,Total,533638,264142,269496
22,DISTRICT,Dakshin Bastar Dantewada,Rural,437405,213930,223475
22,DISTRICT,Dakshin Bastar Dantewada,Urban,96233,50212,46021
22,DISTRICT,Bijapur,Total,255230,128663,126567
22,DISTRICT,Bijapur,Rural,225630,113344,112286
22,DISTRICT,Bijapur,Urban,29600,15319,14281
23,STATE,MADHYA PRADESH,Total,72626809,37612306,35014503
23,STATE,MADHYA PRADESH,Rural,52557404,27149388,25408016
23,STATE,MADHYA PRADESH,Urban,20069405,10462918,9606487
23,DISTRICT,Sheopur ,Total,687861,361784,326077
23,DISTRICT,Sheopur ,Rural,580509,305360,275149
23,DISTRICT,Sheopur ,Urban,107352,56424,50928
23,DISTRICT,Morena,Total,1965970,1068417,897553
23,DISTRICT,Morena,Rural,1495508,815218,680290
23,DISTRICT,Morena,Urban,470462,253199,217263
23,DISTRICT,Bhind,Total,1703005,926843,776162
23,DISTRICT,Bhind,Rural,1270083,694756,575327
23,DISTRICT,Bhind,Urban,432922,232087,200835
23,DISTRICT,Gwalior,Total,2032036,1090327,941709
23,DISTRICT,Gwalior,Rural,758244,409349,348895
23,DISTRICT,Gwalior,Urban,1273792,680978,592814
23,DISTRICT,Datia,Total,786754,420157,366597
23,DISTRICT,Datia,Rural,604772,323966,280806
23,DISTRICT,Datia,Urban,181982,96191,85791
23,DISTRICT,Shivpuri,Total,1726050,919795,806255
23,DISTRICT,Shivpuri,Rural,1430627,763554,667073
23,DISTRICT,Shivpuri,Urban,295423,156241,139182
23,DISTRICT,Tikamgarh,Total,1445166,760355,684811
23,DISTRICT,Tikamgarh,Rural,1195293,629477,565816
23,DISTRICT,Tikamgarh,Urban,249873,130878,118995
23,DISTRICT,Chhatarpur,Total,1762375,936121,826254
23,DISTRICT,Chhatarpur,Rural,1363359,725273,638086
23,DISTRICT,Chhatarpur,Urban,399016,210848,188168
23,DISTRICT,Panna,Total,1016520,533480,483040
23,DISTRICT,Panna,Rural,891185,467473,423712
23,DISTRICT,Panna,Urban,125335,66007,59328
23,DISTRICT,Sagar,Total,2378458,1256257,1122201
23,DISTRICT,Sagar,Rural,1669662,884133,785529
23,DISTRICT,Sagar,Urban,708796,372124,336672
23,DISTRICT,Damoh,Total,1264219,661873,602346
23,DISTRICT,Damoh,Rural,1013668,530471,483197
23,DISTRICT,Damoh,Urban,250551,131402,119149
23,DISTRICT,Satna,Total,2228935,1157495,1071440
23,DISTRICT,Satna,Rural,1754517,907904,846613
23,DISTRICT,Satna,Urban,474418,249591,224827
23,DISTRICT,Rewa,Total,2365106,1225100,1140006
23,DISTRICT,Rewa,Rural,1969321,1017839,951482
23,DISTRICT,Rewa,Urban,395785,207261,188524
23,DISTRICT,Umaria,Total,644758,330674,314084
23,DISTRICT,Umaria,Rural,534214,273064,261150
23,DISTRICT,Umaria,Urban,110544,57610,52934
23,DISTRICT,Neemuch ,Total,826067,422653,403414
23,DISTRICT,Neemuch ,Rural,580837,295013,285824
23,DISTRICT,Neemuch ,Urban,245230,127640,117590
23,DISTRICT,Mandsaur,Total,1340411,682851,657560
23,DISTRICT,Mandsaur,Rural,1062807,540987,521820
23,DISTRICT,Mandsaur,Urban,277604,141864,135740
23,DISTRICT,Ratlam,Total,1455069,738241,716828
23,DISTRICT,Ratlam,Rural,1020038,516468,503570
23,DISTRICT,Ratlam,Urban,435031,221773,213258
23,DISTRICT,Ujjain,Total,1986864,1016289,970575
23,DISTRICT,Ujjain,Rural,1207651,616353,591298
23,DISTRICT,Ujjain,Urban,779213,399936,379277
23,DISTRICT,Shajapur,Total,1512681,780520,732161
23,DISTRICT,Shajapur,Rural,1219133,629273,589860
23,DISTRICT,Shajapur,Urban,293548,151247,142301
23,DISTRICT,Dewas,Total,1563715,805359,758356
23,DISTRICT,Dewas,Rural,1111956,571720,540236
23,DISTRICT,Dewas,Urban,451759,233639,218120
23,DISTRICT,Dhar,Total,2185793,1112725,1073068
23,DISTRICT,Dhar,Rural,1772572,895113,877459
23,DISTRICT,Dhar,Urban,413221,217612,195609
23,DISTRICT,Indore,Total,3276697,1699627,1577070
23,DISTRICT,Indore,Rural,848988,436755,412233
23,DISTRICT,Indore,Urban,2427709,1262872,1164837
23,DISTRICT,Khargone (West Nimar),Total,1873046,953121,919925
23,DISTRICT,Khargone (West Nimar),Rural,1574190,799396,774794
23,DISTRICT,Khargone (West Nimar),Urban,298856,153725,145131
23,DISTRICT,Barwani ,Total,1385881,699340,686541
23,DISTRICT,Barwani ,Rural,1181812,594907,586905
23,DISTRICT,Barwani ,Urban,204069,104433,99636
23,DISTRICT,Rajgarh,Total,1545814,790212,755602
23,DISTRICT,Rajgarh,Rural,1269357,648407,620950
23,DISTRICT,Rajgarh,Urban,276457,141805,134652
23,DISTRICT,Vidisha,Total,1458875,769568,689307
23,DISTRICT,Vidisha,Rural,1119257,591962,527295
23,DISTRICT,Vidisha,Urban,339618,177606,162012
23,DISTRICT,Bhopal,Total,2371061,1236130,1134931
23,DISTRICT,Bhopal,Rural,454010,238025,215985
23,DISTRICT,Bhopal,Urban,1917051,998105,918946
23,DISTRICT,Sehore,Total,1311332,683743,627589
23,DISTRICT,Sehore,Rural,1062870,554636,508234
23,DISTRICT,Sehore,Urban,248462,129107,119355
23,DISTRICT,Raisen,Total,1331597,700358,631239
23,DISTRICT,Raisen,Rural,1028172,539960,488212
23,DISTRICT,Raisen,Urban,303425,160398,143027
23,DISTRICT,Betul,Total,1575362,799236,776126
23,DISTRICT,Betul,Rural,1266211,640358,625853
23,DISTRICT,Betul,Urban,309151,158878,150273
23,DISTRICT,Harda ,Total,570465,294838,275627
23,DISTRICT,Harda ,Rural,451101,233312,217789
23,DISTRICT,Harda ,Urban,119364,61526,57838
23,DISTRICT,Hoshangabad,Total,1241350,648725,592625
23,DISTRICT,Hoshangabad,Rural,851364,445062,406302
23,DISTRICT,Hoshangabad,Urban,389986,203663,186323
23,DISTRICT,Katni ,Total,1292042,662013,630029
23,DISTRICT,Katni ,Rural,1028499,525188,503311
23,DISTRICT,Katni ,Urban,263543,136825,126718
23,DISTRICT,Jabalpur,Total,2463289,1277278,1186011
23,DISTRICT,Jabalpur,Rural,1023255,527031,496224
23,DISTRICT,Jabalpur,Urban,1440034,750247,689787
23,DISTRICT,Narsimhapur,Total,1091854,568810,523044
23,DISTRICT,Narsimhapur,Rural,888314,462699,425615
23,DISTRICT,Narsimhapur,Urban,203540,106111,97429
23,DISTRICT,Dindori ,Total,704524,351913,352611
23,DISTRICT,Dindori ,Rural,672206,335393,336813
23,DISTRICT,Dindori ,Urban,32318,16520,15798
23,DISTRICT,Mandla,Total,1054905,525272,529633
23,DISTRICT,Mandla,Rural,924716,459151,465565
23,DISTRICT,Mandla,Urban,130189,66121,64068
23,DISTRICT,Chhindwara,Total,2090922,1064468,1026454
23,DISTRICT,Chhindwara,Rural,1585739,806199,779540
23,DISTRICT,Chhindwara,Urban,505183,258269,246914
